Word,Count
Systems/rsp.g:185:5:,3
polygonSize=15.0;,3
throws,3
System.out.println(i);,3
Systems/rsp.g:255:5:,3
ProfileExecutor.readFromXml(xmlPath);,3
accordion.setExpandedPane(descriptionTitledPane);,3
Timeout,3
Systems/rsp.g:382:38:,3
Systems/rsp.g:283:2:,3
\path=getClass().getResource("\/models/model-evolution.xml"\).getPath();\,3
Thread.sleep(random.nextInt((maxDelay,3
Preferred,3
318:30:,3
javafx.gui.view.controller.ApplicationController,3
237:30:,3
Systems/rsp.g:297:2:,3
Systems/rsp.g:274:2:,3
allow,3
282:24:,3
Systems/rsp.g:288:1:,3
\System.out.println("\about"\);\,3
Systems/rsp.g:252:48:,3
threadpool.shutdown();,3
ReliabilityEntry());,3
if(Thread.currentThread(),3
299:38:,3
Systems/rsp.g:305:30:,3
\maxResponseTime,\,3
EPrimitiveType.INT){,3
Systems/rsp.g:1:368:,3
Systems/rsp.g:340:4:,3
\result,\,3
Systems/rsp.g:226:1:,3
\medicalAnalysis1.getServiceDescription().getCustomProperties().put("\preferred"\,\,3
System.out.println(field.getType());,3
SDCache(),3
Systems/rsp.g:21:9:,3
WorkflowEngine,3
Systems/rsp.g:28:5:,3
Systems/rsp.g:52:10:,3
Analysis.AdaptationNeeded,3
own,3
305:27:,3
maxRate=0;,3
Systems/rsp.g:1:522:,3
store.setPrev(getLeftExpression().getLast());,3
totalCost=0;,3
Systems/rsp.g:336:1:,3
306:32:,3
Auxiliary,3
taskType;,3
\"\preInvokeOperation"\\,3
Systems/rsp.g:1:149:,3
Systems/rsp.g:76:8:,3
registration,3
\"\ServiceOperation"\\,3
lists,3
//field.getDeclaringClass(),3
configurationEffector;,3
Systems/rsp.g:263:2:,3
profileTitledPane.expandedProperty().bind(descriptionTitledPane.expandedProperty().not());,3
for(String,3
uppaalType.setTemporary(temporary);,3
255:30:,3
containing,3
Systems/rsp.g:306:35:,3
for(LogEntry,3
Systems/rsp.g:43:6:,3
Systems/rsp.g:208:16:,3
///////////////////////////UNARY,3
xAxis.setLowerBound(minVocationNum);,3
ignoring,3
165:2:,3
Systems/rsp.g:344:4:,3
Systems/rsp.g:248:36:,3
Systems/rsp.g:1:204:,3
XML,3
\lookupService(serviceName,\,3
Systems/rsp.g:291:3:,3
:x+=,3
\"\postInvokeOperation"\\,3
costData.clear();,3
Systems/rsp.g:155:86:,3
\methodRef.getOperationName(),\,3
effects,3
System.out.println(build.toString());,3
Systems/rsp.g:51:8:,3
<,3
(type.getPrimitiveType(),3
System.out.println(field.getType().getSimpleName());,3
(store.getAssignOp(),3
2;,3
associated,3
Systems/rsp.g:340:2:,3
Systems/rsp.g:188:2:,3
<ul><li>true,3
dialogStage.show();,3
Systems/rsp.g:59:8:,3
Systems/rsp.g:35:14:,3
Systems/rsp.g:65:8:,3
Systems/rsp.g:343:4:,3
invRateChart.setLegendVisible(false);,3
185:2:,3
registryServiceClient,3
descriptionPane.getRowConstraints().get(4).setPrefHeight(25*(ops.size()));,3
ObservableList<AnchorPane>,3
Systems/rsp.g:66:10:,3
optional,3
Systems/rsp.g:35:16:,3
Systems/rsp.g:1:452:,3
Systems/rsp.g:8:5:,3
\System.out.println("\Task\,3
Systems/rsp.g:1:240:,3
INVOKE,3
Systems/rsp.g:79:8:,3
Systems/rsp.g:23:14:,3
Systems/rsp.g:1:326:,3
Systems/rsp.g:315:34:,3
Systems/rsp.g:1:480:,3
Systems/rsp.g:258:1:,3
adaptationEngines.get(oldValue.getUserData()).stop();,3
continue,3
responsed,3
calls,3
Systems/rsp.g:165:31:,3
workFlow,3
Systems/rsp.g:1:340:,3
Systems/rsp.g:210:1:,3
\"\src"\+File.separator+"\resources"\\,3
list;,3
\"\not\,3
Systems/rsp.g:1:459:,3
Systems/rsp.g:1:96:,3
Systems/rsp.g:275:30:,3
Systems/rsp.g:200:2:,3
startTime,3
PrimitiveType){,3
descriptionTitledPane.expandedProperty().bind(profileTitledPane.expandedProperty().not());,3
\imply_expression,\,3
Systems/rsp.g:321:5:,3
ALarm,3
TAS_gui,3
Systems/rsp.g:315:5:,3
Systems/rsp.g:380:25:,3
Systems/rsp.g:11:8:,3
Systems/rsp.g:1:229:,3
\operation.invoke(compositeService,\,3
failure,3
getRightExpression().getFirst();,3
threadPool,3
selecting,3
System.out.println(ifElseNode.getChildrenCount());,3
Systems/rsp.g:236:1:,3
Systems/rsp.g:255:2:,3
Systems/rsp.g:1:34:,3
You,3
Systems/rsp.g:305:3:,3
Systems/rsp.g:1:55:,3
\Variable:"\\,3
fromDatePicker.requestFocus();,3
Thread(task);,3
\Response(-1,request.getId(),destinationEndPoint,new\,3
Systems/rsp.g:380:35:,3
When,3
243:22:,3
Systems/rsp.g:1:487:,3
except,3
OF,3
\profileInspects.put(inspectButton,\,3
(get(0),3
System.out.println(pathField.getText());,3
277:37:,3
sDCacheSize,3
invokeLocalOperation(String,3
40.0);,3
Systems/rsp.g:176:5:,3
219:26:,3
\"\workflow_test1.txt"\;\,3
Systems/rsp.g:316:5:,3
Systems/rsp.g:16:10:,3
getIfExpression().setNext(next);,3
Systems/rsp.g:1:536:,3
serviceDescriptions.get(new,3
Create,3
2.0,3
Systems/rsp.g:15:6:,3
System.out.println(line);,3
Systems/rsp.g:17:7:,3
\mode,\,3
key-values,3
\BITWISE_INCL_OR,\,3
polygon.setLayoutX(layoutX+length);,3
Systems/rsp.g:28:7:,3
Systems/rsp.g:61:8:,3
Systems/rsp.g:1:319:,3
\randomly..."\);\,3
Systems/rsp.g:265:3:,3
index);,3
=FXCollections.observableArrayList,3
polygon.setLayoutX(layoutX-length);,3
205:2:,3
Systems/rsp.g:1:76:,3
Callable<Object>(),3
inherited,3
Systems/rsp.g:244:34:,3
DECL:,3
Systems/rsp.g:188:13:,3
\!!!"\);\,3
201:2:,3
\relational_expression,\,3
(in,3
224:44:,3
Systems/rsp.g:199:1:,3
\serviceName,\,3
import,3
Systems/rsp.g:78:8:,3
Systems/rsp.g:197:31:,3
Systems/rsp.g:1:221:,3
attribute.setValue(t.getNewValue());,3
//////////////////////////////////////////////////////,3
xAxis.setAutoRanging(true);,3
binOp.setLeft(assignee.getLast());,3
ANY,3
getLeftExpression();,3
visualizations,3
(temporary),3
using,3
\KIND,\,3
Systems/rsp.g:1:262:,3
227:21:,3
opCost,3
Prime,3
Systems/rsp.g:262:1:,3
Systems/rsp.g:340:10:,3
required,3
Systems/rsp.g:284:30:,3
fetch,3
MessageFailed()));,3
adds,3
accordion.getPanes().get(1).setExpanded(false);,3
Systems/rsp.g:60:10:,3
just,3
//////////////////////////////////////////,3
if(!sumMap.containsKey(serviceTypes.get(serviceName))),3
Systems/rsp.g:74:8:,3
effectors,3
accordion.getPanes().get(0).setExpanded(true);,3
Systems/rsp.g:247:5:,3
OPERATORS///////////////////////////////,3
\"\License"\);\,3
files,3
Systems/rsp.g:167:6:,3
accessing,3
activforms.ModelProbe;,3
obtain,3
Systems/rsp.g:264:2:,3
\service,\,3
Systems/rsp.g:1:67:,3
Systems/rsp.g:188:5:,3
Systems/rsp.g:34:7:,3
Systems/rsp.g:18:6:,3
leads,3
\dialogStage.setTitle("\ActivFORMS"\);\,3
Systems/rsp.g:332:12:,3
READING,3
within,3
Systems/rsp.g:1:540:,3
reading,3
\"\+logFile);\,3
Systems/rsp.g:32:8:,3
service.getResponseTime(),3
ServiceFailureProfile(0.12));,3
ASTSymTabVisualizer();,3
if(Integer.parseInt(values[1])>=Integer.parseInt(compareValues[1])){,3
\node,\,3
xAxis.setLowerBound(1);,3
Systems/rsp.g:243:5:,3
\NEGATE,\,3
216:39:,3
Systems/rsp.g:321:2:,3
\compositeService.getWorkflowProbe().serviceOperationReturned(service,\,3
Systems/rsp.g:327:6:,3
stopGraph,3
adaptationEngines.get(newValue.getUserData()).start();,3
327:3:,3
exp.setNext(store);,3
Systems/rsp.g:307:36:,3
Systems/rsp.g:276:4:,3
ActiveMQProvider();,3
applied,3
requester,3
\description"\);\,3
\provided."\);\,3
CODE,3
label.setLayoutX(layoutX+margin);,3
Systems/rsp.g:237:5:,3
\writing,\,3
Systems/rsp.g:170:2:,3
Systems/rsp.g:201:5:,3
248:33:,3
implemented,3
assistanceService.getWorkflowProbe().register(new,3
Red,3
starts,3
Systems/rsp.g:230:4:,3
governing,3
Systems/rsp.g:349:2:,3
Systems/rsp.g:380:26:,3
Systems/rsp.g:374:2:,3
\IMPLY,\,3
Systems/rsp.g:216:2:,3
100,3
getChild(1);,3
Systems/rsp.g:1:396:,3
Systems/rsp.g:307:4:,3
Systems/rsp.g:26:4:,3
Parent,3
\serviceType,\,3
260:29:,3
AbstractServiceClient,3
configurationEffector,3
WRITING,3
System.out.println(node.toStringTree());,3
\postfix_expression,\,3
different,3
\loader.setLocation(MainApplication.class.getResource("\view/Application.fxml"\));\,3
Local,3
Systems/rsp.g:382:5:,3
Systems/rsp.g:1:333:,3
Root,3
sdCache,3
store.setValue(getRightExpression().getLast());,3
\"\AS\,3
(list,3
Systems/rsp.g:70:8:,3
calls),3
argument,3
Configuration,3
\System.out.println("\Finish\,3
Systems/rsp.g:22:9:,3
Helps,3
behavior,3
Profile(xmlPath);,3
\qosRequirement.applyQoSRequirement(serviceDescriptions,\,3
(Method,3
\"\+profile.getVariable("\analysisResult"\));\,3
Systems/rsp.g:224:47:,3
def;,3
Systems/rsp.g:243:2:,3
assistanceService.getServiceInvocationProbe().register(monitor);,3
taskGraphs,3
Systems/rsp.g:24:13:,3
\ActivFORMSEngine("\resources/models/model-adaptation.xml"\,\,3
OR:,3
Systems/rsp.g:205:5:,3
whole,3
Systems/rsp.g:44:9:,3
Systems/rsp.g:282:5:,3
\service.adaptation.Probe#workflowStarted(java.lang.String,\,3
\RuntimeException("\Index\,3
Systems/rsp.g:276:31:,3
Systems/rsp.g:385:2:,3
mechanism,3
Systems/rsp.g:192:5:,3
Effector,3
Systems/rsp.g:238:2:,3
Systems/rsp.g:238:37:,3
engines,3
Systems/rsp.g:341:4:,3
getLeftExpression().setNext(store);,3
true)));,3
Systems/rsp.g:232:1:,3
Variable,3
bar,3
Systems/rsp.g:204:24:,3
temporaryVars.add(uppaalType);,3
Systems/rsp.g:355:4:,3
System.out.println(preNode.getCurrentAlignY());,3
\System.out.println("\Update\,3
Systems/rsp.g:354:4:,3
finish,3
Systems/rsp.g:1:186:,3
\ActivFORMSEngine("\/Users/muiadmin/Dropbox/TAS-ActivFORMS/code/TeleAssistanceSystem/resources/models/model-adaptation.xml"\,\,3
serviceName:serviceTypes.keySet()){,3
messageLoss,3
Systems/rsp.g:260:32:,3
counter,3
Systems/rsp.g:208:63:,3
Systems/rsp.g:1:548:,3
Systems/rsp.g:337:2:,3
Systems/rsp.g:41:13:,3
\false,\,3
\drugService.getServiceDescription().getCustomProperties().put("\preferred"\,\,3
length,3
subscribed,3
Systems/rsp.g:215:1:,3
\License,\,3
share,3
\super(ttype,\,3
Exception,3
lock=fos.getChannel().tryLock();,3
CT).setValue(list);,3
((DeclType)get(0)).getTypeId();,3
(from,3
Systems/rsp.g:27:15:,3
\setTemporary(temporary,\,3
Systems/rsp.g:272:1:,3
Systems/rsp.g:247:2:,3
Systems/rsp.g:359:4:,3
Systems/rsp.g:333:10:,3
Systems/rsp.g:48:10:,3
GML-related,3
listening,3
reliabilityData.add(new,3
Systems/rsp.g:1:114:,3
Systems/rsp.g:177:5:,3
Systems/rsp.g:1:403:,3
Systems/rsp.g:30:5:,3
IDs,3
left-hand,3
controller=(javafx.gui.view.controller.ApplicationController)loader.getController();,3
Thread(new,3
\if(field.getType().getSimpleName().equals("\Attribute"\)){\,3
Systems/rsp.g:9:17:,3
Systems/rsp.g:192:31:,3
helper,3
337:40:,3
\"\_AST"\,\,3
logTableView.requestFocus();,3
\Evolution"\,\,3
perform,3
symbols,3
exp.getFirst();,3
out.close();,3
getConfigurationEffector(),3
Systems/rsp.g:230:32:,3
Systems/rsp.g:193:5:,3
Systems/rsp.g:353:4:,3
\categories.add("\AssistanceService"\);\,3
otherwise</ul>,3
Systems/rsp.g:1:508:,3
y,3
expressions,3
boolean,3
ignoreTimeoutError,3
Systems/rsp.g:1:14:,3
thread.setDaemon(true);,3
(value,3
Parent{,3
193:2:,3
Systems/rsp.g:1:208:,3
store.setAssignOp(getAssignOp());,3
separate,3
Systems/rsp.g:1:515:,3
reliabilityData.addAll(new,3
Data,3
time=(Double)future.get();,3
Systems/rsp.g:1:431:,3
Object>();,3
\profileInspects.put(runButton,\,3
\timeScaleTextField.setText(Time.scale+"\"\);\,3
configuring,3
synchronized(this){,3
Systems/rsp.g:299:41:,3
two,3
Systems/rsp.g:41:15:,3
Systems/rsp.g:289:5:,3
connected,3
\TERNARY_OP,\,3
line.setEndX(layoutX+length);,3
Systems/rsp.g:71:10:,3
engine.setCommittedLocationTime(1000);,3
(!uppaalType.isTemporary()),3
\costFilePath="\cost.csv"\;\,3
1,3
Systems/rsp.g:1:354:,3
Note:,3
Systems/rsp.g:238:3:,3
Systems/rsp.g:49:8:,3
up,3
\NumberAxis("\Cost"\,0,totalCost,100);\,3
\TemplateDef),\,3
Systems/rsp.g:220:41:,3
serviceProfileListView.setItems(items);,3
Systems/rsp.g:292:41:,3
Inheriting,3
316:32:,3
actual,3
331:18:,3
\AttributeEntry("\null"\,field.getName(),field.getType().getName(),field.get(profile).toString());\,3
332:9:,3
\this.lookupService(serviceType,\,3
278:37:,3
\"\Assign"\);\,3
System.out.println(filteredData.size());,3
Systems/rsp.g:46:10:,3
Systems/rsp.g:196:44:,3
range,3
Systems/rsp.g:310:1:,3
Systems/rsp.g:47:8:,3
\compositeService.getWorkflowProbe().serviceOperationTimeout(service,\,3
Systems/rsp.g:31:7:,3
nodeBox.setLayoutY(layoutY);,3
Unless,3
listened,3
\if(!service.equals("\AssistanceService"\)){\,3
298:36:,3
Scaling,3
predefined,3
k.currentService,3
CONDITIONS,3
ServiceProvider,3
Systems/rsp.g:339:1:,3
Systems/rsp.g:164:2:,3
Systems/rsp.g:380:10:,3
exporting,3
maxTime=0.0;,3
getChild(2);,3
\service.adaptation.Probe#timeout(service.auxiliary.ServiceDescription,\,3
Systems/rsp.g:1:120:,3
arrowNode=new,3
Systems/rsp.g:1:158:,3
this.canvasPane.getChildren().add(arrowNode);,3
Systems/rsp.g:196:2:,3
Systems/rsp.g:13:7:,3
Drug,3
Systems/rsp.g:1:305:,3
resolving,3
Systems/rsp.g:179:5:,3
\preNode.addNode(arrowNode2,\,3
Systems/rsp.g:1:445:,3
\medicalAnalysis2.getServiceDescription().getCustomProperties().put("\preferred"\,\,3
toDatePicker.requestFocus();,3
ASTNode,3
works,3
///////////////////////////ASSIGNMENT,3
\ReliabilityEntry("\FASService0"\,100,98,2,0.02),\,3
Systems/rsp.g:233:2:,3
provide,3
Systems/rsp.g:278:4:,3
System.out.println(profile);,3
Systems/rsp.g:1:8:,3
dialogStage.setScene(scene);,3
\task!!"\);\,3
256:44:,3
http://www.apache.org/licenses/LICENSE-2.0,3
\NOT,\,3
Systems/rsp.g:204:5:,3
Systems/rsp.g:197:5:,3
(result,3
Systems/rsp.g:52:8:,3
Systems/rsp.g:191:1:,3
previous,3
238:34:,3
store.setLocal(!def.classVariable);,3
Systems/rsp.g:234:2:,3
Systems/rsp.g:75:10:,3
Systems/rsp.g:38:6:,3
\build.append(result?1:0+"\,"\);\,3
FXMLLoader,3
(e+=,3
Systems/rsp.g:282:2:,3
Systems/rsp.g:322:2:,3
Systems/rsp.g:10:17:,3
BinaryOp();,3
Gray,3
this.messageReceiver,3
Systems/rsp.g:155:6:,3
Systems/rsp.g:173:19:,3
object2);,3
19:06:13,3
saveToFile(String,3
getArguments().setPrev(prev);,3
field.getDeclaringClass(),3
VBox,3
generic,3
requirementName,3
Systems/rsp.g:237:2:,3
Systems/rsp.g:269:43:,3
FileOutputStream(logFile);,3
Systems/rsp.g:64:8:,3
Systems/rsp.g:22:11:,3
costChartPane.getChildren().clear();,3
Systems/rsp.g:54:10:,3
\FileWriter(logFile,\,3
edges),3
Systems/rsp.g:73:8:,3
(valueLoaded,3
Systems/rsp.g:45:8:,3
\FAILED"\);\,3
Systems/rsp.g:265:45:,3
instantiation,3
Systems/rsp.g:1:18:,3
uppaalType,3
Systems/rsp.g:164:4:,3
FileOutputStream,3
updated,3
\service.adaptation.Probe#workflowEnded(java.lang.Object,\,3
Systems/rsp.g:220:2:,3
Systems/rsp.g:318:33:,3
indicating,3
\all,\,3
arrowNode2=new,3
object).getName(),3
references),3
\EQUAL_OP,\,3
344:9:,3
Systems/rsp.g:155:2:,3
refreshing,3
Checks,3
Systems/rsp.g:68:10:,3
Systems/rsp.g:233:5:,3
PrintWriter(new,3
Systems/rsp.g:316:35:,3
outside,3
Systems/rsp.g:281:1:,3
update,3
applyQoSRequirement(AbstractQoSRequirement,3
targetID,3
Systems/rsp.g:57:8:,3
Systems/rsp.g:57:10:,3
Kucher,3
maxCacheSize,3
Systems/rsp.g:1:81:,3
Systems/rsp.g:296:5:,3
maxResponseTime,3
155:56:,3
profile=new,3
(operation.getName().equals(operationName)),3
\RuntimeException("\Local\,3
!),3
Systems/rsp.g:43:8:,3
Systems/rsp.g:208:2:,3
\System.out.println("\MaxTime:"\+maxTime);\,3
Time.scale=Integer.parseInt(timeScaleTextField.getText());,3
Look,3
Systems/rsp.g:155:14:,3
Systems/rsp.g:50:8:,3
\AND,\,3
Stage,3
right-hand,3
Systems/rsp.g:62:8:,3
threadPool.submit(new,3
graphs,3
filePath,3
@FXML,3
permissions,3
9000);,3
\GT,\,3
Systems/rsp.g:265:65:,3
Stack,3
252:45:,3
Systems/rsp.g:1:50:,3
polygonSize=-15.0;,3
this.serviceName,3
Clone,3
\BITWISE_EXCL_OR,\,3
characteristics,3
constants,3
Medical,3
Systems/rsp.g:317:36:,3
registeredServices.add(service);,3
request=(Request)msg;,3
(this.configuration.SDCacheMode),3
Systems/rsp.g:311:2:,3
refreshPeriod,3
\qosRequirement,\,3
setting,3
System.out.println(nodeBox.getChildren().size());,3
Systems/rsp.g:175:5:,3
runtime,3
end=(Double)(System.nanoTime()/1000000.000);,3
Systems/rsp.g:78:10:,3
checked,3
responded,3
Systems/rsp.g:46:8:,3
views,3
\alarm2.getServiceDescription().getCustomProperties().put("\preferred"\,\,3
applicable,3
System.out.println(sliceTextField.getText());,3
Systems/rsp.g:292:4:,3
PrimitiveType,3
Systems/rsp.g:29:6:,3
\AbstractService,\,3
Systems/rsp.g:323:2:,3
TaskGraphVisualizer,3
Systems/rsp.g:216:4:,3
Systems/rsp.g:60:8:,3
303:24:,3
\"\A[]\,3
astVisualizer.exportGML(workFlow,3
implied,3
\error,\,3
Systems/rsp.g:39:9:,3
DeclType){,3
(IOException,3
\comma,\,3
relationship,3
230:29:,3
loader=new,3
TaskGraphVisualizer();,3
Systems/rsp.g:302:1:,3
providers,3
Systems/rsp.g:19:13:,3
Systems/rsp.g:154:1:,3
Systems/rsp.g:32:6:,3
\System.out.println("\Bind\,3
211:8:,3
construction,3
<li>false,3
Systems/rsp.g:68:8:,3
str,3
Systems/rsp.g:1:250:,3
\preNode.addNode(arrowNode1,\,3
BufferedWriter(new,3
logTableView.getSelectionModel().select(0);,3
\LT,\,3
Systems/rsp.g:45:10:,3
();,3
Systems/rsp.g:284:3:,3
Systems/rsp.g:39:7:,3
Execute,3
Assign(int,3
store.setAssignOp(((AssignOp),3
RSPMessagingService,3
263:29:,3
Systems/rsp.g:67:10:,3
items,3
Systems/rsp.g:269:3:,3
last.setNext(next);,3
\Variable("\pick"\,new\,3
Systems/rsp.g:291:39:,3
Systems/rsp.g:70:10:,3
\System.out.println("\Start\,3
System.out.println(index);,3
Systems/rsp.g:357:4:,3
specify,3
265:42:,3
Systems/rsp.g:51:10:,3
\resultVal,\,3
GID,3
Systems/rsp.g:337:19:,3
exp.setNext(assignee.getFirst());,3
Systems/rsp.g:165:6:,3
Systems/rsp.g:382:10:,3
Systems/rsp.g:166:4:,3
Systems/rsp.g:337:74:,3
temporaryVars,3
321:26:,3
limitations,3
maximal,3
\NOT_EQUAL_OP,\,3
Systems/rsp.g:227:5:,3
first),3
Systems/rsp.g:244:2:,3
getElseExpression().setNext(next);,3
Apache,3
Systems/rsp.g:1:192:,3
queue.get(endPoint).onMessage(new,3
Systems/rsp.g:1:291:,3
Systems/rsp.g:14:10:,3
9001);,3
Systems/rsp.g:183:1:,3
System.out.println(this.serviceName);,3
FileLock,3
-1,3
totalRate=0;,3
342:9:,3
\operations,\,3
isGroup,3
variableName,3
operators,3
\HashMap<Integer,Object>\,3
(x+=,3
Systems/rsp.g:192:2:,3
Systems/rsp.g:385:4:,3
\AttributeEntry("\10"\,field.getName(),field.getType().getName(),field.get(profile).toString());\,3
Systems/rsp.g:219:5:,3
Systems/rsp.g:20:6:,3
251:31:,3
descriptionTitledPane.setExpanded(true);,3
responsible,3
\this.addProfile("\resources/files/inputProfile1.xml"\);\,3
rate=0;,3
Systems/rsp.g:37:4:,3
\found."\);\,3
Easy,3
CT.getPrev();,3
@CompositeServiceConfiguration(,3
343:10:,3
while(isPaused()){,3
\"\localhost:9001"\,\,3
For,3
LIST_ITEM:,3
(operation.getAnnotation(LocalOperation.class),3
Systems/rsp.g:1:90:,3
setNext(TaskGraph,3
Systems/rsp.g:252:2:,3
Tables,3
Systems/rsp.g:259:2:,3
\ProfileExecutor.profile.variables.put("\analysisResult"\,\,3
getRightExpression().setNext(getLeftExpression().getFirst());,3
Systems/rsp.g:313:34:,3
performanceChart.setLegendVisible(false);,3
Close,3
representation,3
rules,3
:e+=,3
Systems/rsp.g:337:18:,3
Systems/rsp.g:79:10:,3
Systems/rsp.g:1:382:,3
Systems/rsp.g:192:23:,3
\adaptationEngines.put("\Simple\,3
sdCache;,3
Analysis,3
Systems/rsp.g:56:8:,3
Systems/rsp.g:222:1:,3
Systems/rsp.g:53:10:,3
\invokeOperation(request.getOpName(),\,3
\ReliabilityEntry("\FASService2"\,100,90,10,0.1));\,3
itemPane);,3
if(Integer.parseInt(values[0])<=Integer.parseInt(compareValues[0])){,3
Systems/rsp.g:74:10:,3
Systems/rsp.g:48:8:,3
equal,3
circular,3
\e,\,3
Systems/rsp.g:56:10:,3
EAssignOp.ASSIGN),3
important,3
you,3
binOp.setRight(exp.getLast());,3
With,3
1)+,3
Scene(pane);,3
controller.setServiceProfileClasses(tasStart.getServiceProfileClasses());,3
\System.err.println("\Selecting\,3
instances,3
\BASIS,\,3
220:38:,3
Systems/rsp.g:1:529:,3
System.out.println(invocationNum);,3
\OR,\,3
methodName,3
Systems/rsp.g:49:10:,3
Systems/rsp.g:12:7:,3
ConfigurationEffector(this);,3
Systems/rsp.g:184:5:,3
\applyQoSRequirement(qosRequirement,\,3
Systems/rsp.g:77:10:,3
Systems/rsp.g:200:16:,3
Systems/rsp.g:371:5:,3
System.out.println(key);,3
Listen,3
services.size(),3
Systems/rsp.g:55:10:,3
\MULT,\,3
\"\+ProfileExecutor.profile.getVariable("\analysisResult"\));\,3
currentInvocation=1;,3
Systems/rsp.g:192:10:,3
DECL,3
\goalManager.addModelProperty("\"\,\,3
adaptações,3
identifier,3
System.out.println(services.indexOf(oldService));,3
Systems/rsp.g:189:5:,3
Systems/rsp.g:72:8:,3
Systems/rsp.g:320:1:,3
ToDo:,3
TimeOutError();,3
Systems/rsp.g:1:61:,3
uma,3
AbstractQoSRequirement,3
trees,3
situations,3
313:31:,3
StackOverflowErrors,3
Systems/rsp.g:42:14:,3
entry:logData){,3
workflowPath,3
yet,3
Systems/rsp.g:273:2:,3
(typeId,3
xAxis.setMinorTickCount(0);,3
inherent,3
controller.setStage(dialogStage);,3
executors.submit(new,3
Systems/rsp.g:337:4:,3
Systems/rsp.g:73:10:,3
falhas,3
thread/invocation,3
Systems/rsp.g:77:8:,3
Systems/rsp.g:285:31:,3
Systems/rsp.g:342:4:,3
\compositeService.getCostProbe().costOperation(service,\,3
read,3
Systems/rsp.g:44:7:,3
1);,3
charts,3
Systems/rsp.g:1:410:,3
Systems/rsp.g:1:298:,3
Systems/rsp.g:208:17:,3
Systems/rsp.g:72:10:,3
fillMockReliabilityDate(){,3
See,3
Systems/rsp.g:234:28:,3
Systems/rsp.g:69:10:,3
\work,\,3
thread.start();,3
annotation,3
put,3
ValueEntry,3
Systems/rsp.g:1:389:,3
Systems/rsp.g:187:1:,3
Systems/rsp.g:381:14:,3
maxDelay,3
Systems/rsp.g:1:161:,3
Systems/rsp.g:314:5:,3
TypeId,3
341:8:,3
Systems/rsp.g:1:278:,3
Systems/rsp.g:16:12:,3
objects,3
express,3
\sendResponse(requestID,\,3
Systems/rsp.g:224:2:,3
reliabilityChartPane.getChildren().clear();,3
\scene.getStylesheets().add(MainApplication.class.getResource("\view/application.css"\).toExternalForm());\,3
some,3
Systems/rsp.g:273:5:,3
qosRequirements.get(qosRequirementName);,3
To,3
Systems/rsp.g:318:5:,3
\MINUS,\,3
System.out.println(newValue);,3
Systems/rsp.g:216:18:,3
285:28:,3
getFirst(),3
descriptionPane.getRowConstraints().get(4).setMaxHeight(50);,3
Systems/rsp.g:23:12:,3
necessary,3
333:8:,3
\System.out.println("\ServiceName:\,3
serviceName=description.getServiceName();,3
OPERATORS/////////////////////////,3
made,3
logFile){,3
System.out.println(field.getType().getName());,3
nesting),3
\service.getServiceEndpoint(),\,3
\delays.put(service.getServiceName()+"\."\+opName,\,3
Systems/rsp.g:312:3:,3
289:27:,3
\System.out.println("\Result:"\\,3
pointer,3
dynamically,3
CT;,3
Systems/rsp.g:37:6:,3
entry=new,3
Systems/rsp.g:33:10:,3
invokeServiceOperation(String,3
Systems/rsp.g:263:5:,3
Systems/rsp.g:53:8:,3
\"\+methodRef.getServiceName()+"\--->"\+methodRef.getOperationName()+"\("\+\,3
getRightExpression();,3
fetched,3
\System.out.println("\Before\,3
executeWorkflow,3
Systems/rsp.g:251:2:,3
Finalizes,3
ttype),3
A,3
Systems/rsp.g:64:10:,3
Scene,3
needed,3
setTemporary(boolean,3
\is,\,3
cache;,3
constructed,3
AssistanceServiceDelayProbe());,3
314:31:,3
\build.append(String.valueOf(invocationNum)+"\,"\);\,3
\LOGIC_AND,\,3
\path=getClass().getResource("\/resources/models/model-adaptation.xml"\).getPath();\,3
Systems/rsp.g:250:1:,3
defined,3
167:2:,3
Systems/rsp.g:275:3:,3
Licensed,3
was,3
Systems/rsp.g:350:4:,3
234:25:,3
Systems/rsp.g:303:2:,3
successRate;,3
LinkedList();,3
hashMap,3
take,3
Systems/rsp.g:1:361:,3
emulating,3
label.setLayoutX(0);,3
Systems/rsp.g:36:8:,3
\"\hashCode"\\,3
do.,3
arrowNode1=new,3
call(),3
\MIN,\,3
\called!!"\);\,3
Systems/rsp.g:285:5:,3
Systems/rsp.g:25:10:,3
abstraction,3
rootNode,3
(may,3
LeftDashArrowNode,3
recursive,3
317:33:,3
Systems/rsp.g:223:2:,3
WARRANTIES,3
UppaalType),3
Systems/rsp.g:211:2:,3
189:2:,3
EAssignOp,3
Systems/rsp.g:169:1:,3
Systems/rsp.g:63:10:,3
\bitwise_and_expression,\,3
preferred,3
Systems/rsp.g:380:42:,3
244:31:,3
Systems/rsp.g:1:375:,3
yAxis.setMinorTickCount(0);,3
consider,3
\serviceDescriptions,\,3
binOp.setBinaryOp(getBinaryOp(store.getAssignOp()));,3
284:27:,3
if(Integer.parseInt(values[2])>=Integer.parseInt(compareValues[2])),3
Systems/rsp.g:200:5:,3
Systems/rsp.g:76:10:,3
Systems/rsp.g:59:10:,3
\PRIME,\,3
Systems/rsp.g:248:3:,3
(getLeftExpression(),3
3;,3
label.setLayoutY(0);,3
Un,3
System.out.println(condition);,3
Systems/rsp.g:351:4:,3
291:36:,3
scene=new,3
